Code,Area,Year,Measure,Value
W92000046,Wales,Year ending Jun 2010,Mean,"154,354"
K04000043,England And Wales,Year ending Jun 2010,Mean,"225,648"
E09000001,City of London,Year ending Sep 2010,Mean,"518,363"
E09000002,Barking and Dagenham,Year ending Sep 2010,Mean,"174,817"
E09000003,Barnet,Year ending Sep 2010,Mean,"429,068"
E09000004,Bexley,Year ending Sep 2010,Mean,"222,241"
E09000005,Brent,Year ending Sep 2010,Mean,"337,142"
E09000006,Bromley,Year ending Sep 2010,Mean,"326,287"
E09000007,Camden,Year ending Sep 2010,Mean,"686,622"
E09000008,Croydon,Year ending Sep 2010,Mean,"249,130"
E09000009,Ealing,Year ending Sep 2010,Mean,"344,032"
E09000010,Enfield,Year ending Sep 2010,Mean,"278,265"
E09000011,Greenwich,Year ending Sep 2010,Mean,"289,934"
E09000012,Hackney,Year ending Sep 2010,Mean,"344,246"
E09000013,Hammersmith and Fulham,Year ending Sep 2010,Mean,"619,489"
E09000014,Haringey,Year ending Sep 2010,Mean,"383,760"
E09000015,Harrow,Year ending Sep 2010,Mean,"319,146"
E09000016,Havering,Year ending Sep 2010,Mean,"249,981"
E09000017,Hillingdon,Year ending Sep 2010,Mean,"275,086"
E09000018,Hounslow,Year ending Sep 2010,Mean,"337,225"
E09000019,Islington,Year ending Sep 2010,Mean,"461,028"
E09000020,Kensington and Chelsea,Year ending Sep 2010,Mean,"1,173,627"
E09000021,Kingston upon Thames,Year ending Sep 2010,Mean,"359,105"
E09000022,Lambeth,Year ending Sep 2010,Mean,"364,889"
E09000023,Lewisham,Year ending Sep 2010,Mean,"257,505"
E09000024,Merton,Year ending Sep 2010,Mean,"414,252"
E09000025,Newham,Year ending Sep 2010,Mean,"216,274"
E09000026,Redbridge,Year ending Sep 2010,Mean,"272,608"
E09000027,Richmond upon Thames,Year ending Sep 2010,Mean,"551,143"
E09000028,Southwark,Year ending Sep 2010,Mean,"370,741"
E09000029,Sutton,Year ending Sep 2010,Mean,"256,173"
E09000030,Tower Hamlets,Year ending Sep 2010,Mean,"348,806"
E09000031,Waltham Forest,Year ending Sep 2010,Mean,"233,459"
E09000032,Wandsworth,Year ending Sep 2010,Mean,"495,539"
E09000033,Westminster,Year ending Sep 2010,Mean,"794,495"
E12000001,North East,Year ending Sep 2010,Mean,"144,935"
E12000002,North West,Year ending Sep 2010,Mean,"159,919"
E12000003,Yorkshire And The Humber,Year ending Sep 2010,Mean,"161,454"
E12000004,East Midlands,Year ending Sep 2010,Mean,"164,318"
E12000005,West Midlands,Year ending Sep 2010,Mean,"175,762"
E12000006,East of England,Year ending Sep 2010,Mean,"232,396"
E12000007,London,Year ending Sep 2010,Mean,"396,907"
E12000008,South East,Year ending Sep 2010,Mean,"278,034"
E12000009,South West,Year ending Sep 2010,Mean,"224,585"
E92000001,England,Year ending Sep 2010,Mean,"235,455"
W92000047,Wales,Year ending Sep 2010,Mean,"155,786"
K04000044,England And Wales,Year ending Sep 2010,Mean,"231,836"
E09000001,City of London,Year ending Dec 2010,Mean,"524,581"
E09000002,Barking and Dagenham,Year ending Dec 2010,Mean,"179,018"
E09000003,Barnet,Year ending Dec 2010,Mean,"444,386"
E09000004,Bexley,Year ending Dec 2010,Mean,"226,616"
E09000005,Brent,Year ending Dec 2010,Mean,"345,055"
E09000006,Bromley,Year ending Dec 2010,Mean,"327,306"
E09000007,Camden,Year ending Dec 2010,Mean,"716,429"
E09000008,Croydon,Year ending Dec 2010,Mean,"254,458"
E09000009,Ealing,Year ending Dec 2010,Mean,"350,588"
E09000010,Enfield,Year ending Dec 2010,Mean,"284,303"
E09000011,Greenwich,Year ending Dec 2010,Mean,"296,528"
E09000012,Hackney,Year ending Dec 2010,Mean,"345,288"
E09000013,Hammersmith and Fulham,Year ending Dec 2010,Mean,"622,446"
E09000014,Haringey,Year ending Dec 2010,Mean,"395,977"
E09000015,Harrow,Year ending Dec 2010,Mean,"331,517"
E09000016,Havering,Year ending Dec 2010,Mean,"257,191"
E09000017,Hillingdon,Year ending Dec 2010,Mean,"282,348"
E09000018,Hounslow,Year ending Dec 2010,Mean,"342,719"
E09000019,Islington,Year ending Dec 2010,Mean,"480,212"
E09000020,Kensington and Chelsea,Year ending Dec 2010,Mean,"1,256,272"
E09000021,Kingston upon Thames,Year ending Dec 2010,Mean,"373,249"
E09000022,Lambeth,Year ending Dec 2010,Mean,"366,963"
E09000023,Lewisham,Year ending Dec 2010,Mean,"263,878"
E09000024,Merton,Year ending Dec 2010,Mean,"433,780"
E09000025,Newham,Year ending Dec 2010,Mean,"219,872"
E09000026,Redbridge,Year ending Dec 2010,Mean,"286,209"
E09000027,Richmond upon Thames,Year ending Dec 2010,Mean,"550,796"
E09000028,Southwark,Year ending Dec 2010,Mean,"376,688"
E09000029,Sutton,Year ending Dec 2010,Mean,"264,951"
E09000030,Tower Hamlets,Year ending Dec 2010,Mean,"345,385"
E09000031,Waltham Forest,Year ending Dec 2010,Mean,"236,576"
E09000032,Wandsworth,Year ending Dec 2010,Mean,"493,683"
E09000033,Westminster,Year ending Dec 2010,Mean,"823,306"
E12000001,North East,Year ending Dec 2010,Mean,"143,850"
E12000002,North West,Year ending Dec 2010,Mean,"159,524"
E12000003,Yorkshire And The Humber,Year ending Dec 2010,Mean,"161,184"
E12000004,East Midlands,Year ending Dec 2010,Mean,"164,791"
E12000005,West Midlands,Year ending Dec 2010,Mean,"177,929"
E12000006,East of England,Year ending Dec 2010,Mean,"237,790"
E12000007,London,Year ending Dec 2010,Mean,"408,107"
E12000008,South East,Year ending Dec 2010,Mean,"284,693"
E12000009,South West,Year ending Dec 2010,Mean,"228,632"
E92000001,England,Year ending Dec 2010,Mean,"239,906"
W92000048,Wales,Year ending Dec 2010,Mean,"154,801"
K04000045,England And Wales,Year ending Dec 2010,Mean,"235,948"
E09000001,City of London,Year ending Mar 2011,Mean,"551,928"
E09000002,Barking and Dagenham,Year ending Mar 2011,Mean,"179,947"
E09000003,Barnet,Year ending Mar 2011,Mean,"456,996"
E09000004,Bexley,Year ending Mar 2011,Mean,"224,495"
E09000005,Brent,Year ending Mar 2011,Mean,"355,371"
E09000006,Bromley,Year ending Mar 2011,Mean,"329,496"
E09000007,Camden,Year ending Mar 2011,Mean,"733,840"
E09000008,Croydon,Year ending Mar 2011,Mean,"254,109"
E09000009,Ealing,Year ending Mar 2011,Mean,"352,163"
E09000010,Enfield,Year ending Mar 2011,Mean,"289,501"
E09000011,Greenwich,Year ending Mar 2011,Mean,"296,229"
E09000012,Hackney,Year ending Mar 2011,Mean,"347,773"
E09000013,Hammersmith and Fulham,Year ending Mar 2011,Mean,"628,935"
E09000014,Haringey,Year ending Mar 2011,Mean,"406,455"
E09000015,Harrow,Year ending Mar 2011,Mean,"339,319"
E09000016,Havering,Year ending Mar 2011,Mean,"254,925"
E09000017,Hillingdon,Year ending Mar 2011,Mean,"286,060"
E09000018,Hounslow,Year ending Mar 2011,Mean,"353,524"
E09000019,Islington,Year ending Mar 2011,Mean,"491,672"
E09000020,Kensington and Chelsea,Year ending Mar 2011,Mean,"1,266,757"
E09000021,Kingston upon Thames,Year ending Mar 2011,Mean,"376,982"
E09000022,Lambeth,Year ending Mar 2011,Mean,"366,782"
E09000023,Lewisham,Year ending Mar 2011,Mean,"264,969"
E09000024,Merton,Year ending Mar 2011,Mean,"432,129"
E09000025,Newham,Year ending Mar 2011,Mean,"217,661"
E09000026,Redbridge,Year ending Mar 2011,Mean,"291,827"
E09000027,Richmond upon Thames,Year ending Mar 2011,Mean,"551,477"
E09000028,Southwark,Year ending Mar 2011,Mean,"383,983"
E09000029,Sutton,Year ending Mar 2011,Mean,"264,252"
E09000030,Tower Hamlets,Year ending Mar 2011,Mean,"344,494"
E09000031,Waltham Forest,Year ending Mar 2011,Mean,"236,536"
E09000032,Wandsworth,Year ending Mar 2011,Mean,"500,796"
E09000033,Westminster,Year ending Mar 2011,Mean,"860,909"
E12000001,North East,Year ending Mar 2011,Mean,"143,575"
E12000002,North West,Year ending Mar 2011,Mean,"159,444"
E12000003,Yorkshire And The Humber,Year ending Mar 2011,Mean,"159,955"
E12000004,East Midlands,Year ending Mar 2011,Mean,"164,036"
E12000005,West Midlands,Year ending Mar 2011,Mean,"176,400"
E12000006,East of England,Year ending Mar 2011,Mean,"237,600"
E12000007,London,Year ending Mar 2011,Mean,"415,140"
E12000008,South East,Year ending Mar 2011,Mean,"284,835"
E12000009,South West,Year ending Mar 2011,Mean,"228,024"
E92000001,England,Year ending Mar 2011,Mean,"240,185"
W92000049,Wales,Year ending Mar 2011,Mean,"153,836"
K04000046,England And Wales,Year ending Mar 2011,Mean,"236,127"
E09000001,City of London,Year ending Jun 2011,Mean,"559,837"
E09000002,Barking and Dagenham,Year ending Jun 2011,Mean,"179,734"
E09000003,Barnet,Year ending Jun 2011,Mean,"455,169"
E09000004,Bexley,Year ending Jun 2011,Mean,"226,643"
E09000005,Brent,Year ending Jun 2011,Mean,"362,081"
E09000006,Bromley,Year ending Jun 2011,Mean,"329,436"
E09000007,Camden,Year ending Jun 2011,Mean,"747,277"
E09000008,Croydon,Year ending Jun 2011,Mean,"255,728"
E09000009,Ealing,Year ending Jun 2011,Mean,"357,954"
E09000010,Enfield,Year ending Jun 2011,Mean,"287,567"
E09000011,Greenwich,Year ending Jun 2011,Mean,"297,034"
E09000012,Hackney,Year ending Jun 2011,Mean,"343,681"
E09000013,Hammersmith and Fulham,Year ending Jun 2011,Mean,"642,716"
E09000014,Haringey,Year ending Jun 2011,Mean,"410,736"
E09000015,Harrow,Year ending Jun 2011,Mean,"339,497"
E09000016,Havering,Year ending Jun 2011,Mean,"254,924"
E09000017,Hillingdon,Year ending Jun 2011,Mean,"289,257"
E09000018,Hounslow,Year ending Jun 2011,Mean,"358,222"
E09000019,Islington,Year ending Jun 2011,Mean,"500,422"
E09000020,Kensington and Chelsea,Year ending Jun 2011,Mean,"1,298,153"
E09000021,Kingston upon Thames,Year ending Jun 2011,Mean,"375,509"
E09000022,Lambeth,Year ending Jun 2011,Mean,"368,651"
E09000023,Lewisham,Year ending Jun 2011,Mean,"263,215"
E09000024,Merton,Year ending Jun 2011,Mean,"432,363"
E09000025,Newham,Year ending Jun 2011,Mean,"215,982"
E09000026,Redbridge,Year ending Jun 2011,Mean,"299,659"
E09000027,Richmond upon Thames,Year ending Jun 2011,Mean,"556,449"
E09000028,Southwark,Year ending Jun 2011,Mean,"386,916"
E09000029,Sutton,Year ending Jun 2011,Mean,"266,686"
E09000030,Tower Hamlets,Year ending Jun 2011,Mean,"345,302"
E09000031,Waltham Forest,Year ending Jun 2011,Mean,"237,239"
E09000032,Wandsworth,Year ending Jun 2011,Mean,"505,077"
E09000033,Westminster,Year ending Jun 2011,Mean,"904,648"
E12000001,North East,Year ending Jun 2011,Mean,"141,990"
E12000002,North West,Year ending Jun 2011,Mean,"157,119"
E12000003,Yorkshire And The Humber,Year ending Jun 2011,Mean,"158,225"
E12000004,East Midlands,Year ending Jun 2011,Mean,"162,595"
E12000005,West Midlands,Year ending Jun 2011,Mean,"175,451"
E12000006,East of England,Year ending Jun 2011,Mean,"236,905"
E12000007,London,Year ending Jun 2011,Mean,"420,502"
E12000008,South East,Year ending Jun 2011,Mean,"283,740"
E12000009,South West,Year ending Jun 2011,Mean,"226,962"
E92000001,England,Year ending Jun 2011,Mean,"239,476"
W92000050,Wales,Year ending Jun 2011,Mean,"152,371"
K04000047,England And Wales,Year ending Jun 2011,Mean,"235,438"
E09000001,City of London,Year ending Sep 2011,Mean,"538,396"
E09000002,Barking and Dagenham,Year ending Sep 2011,Mean,"180,056"
E09000003,Barnet,Year ending Sep 2011,Mean,"441,515"
E09000004,Bexley,Year ending Sep 2011,Mean,"227,258"
E09000005,Brent,Year ending Sep 2011,Mean,"361,550"
E09000006,Bromley,Year ending Sep 2011,Mean,"333,054"
E09000007,Camden,Year ending Sep 2011,Mean,"737,439"
E09000008,Croydon,Year ending Sep 2011,Mean,"255,105"
E09000009,Ealing,Year ending Sep 2011,Mean,"368,398"
E09000010,Enfield,Year ending Sep 2011,Mean,"284,098"
E09000011,Greenwich,Year ending Sep 2011,Mean,"296,191"
E09000012,Hackney,Year ending Sep 2011,Mean,"345,224"
E09000013,Hammersmith and Fulham,Year ending Sep 2011,Mean,"635,788"
E09000014,Haringey,Year ending Sep 2011,Mean,"417,485"
E09000015,Harrow,Year ending Sep 2011,Mean,"342,617"
E09000016,Havering,Year ending Sep 2011,Mean,"248,713"
E09000017,Hillingdon,Year ending Sep 2011,Mean,"289,530"
E09000018,Hounslow,Year ending Sep 2011,Mean,"359,516"
E09000019,Islington,Year ending Sep 2011,Mean,"511,749"
E09000020,Kensington and Chelsea,Year ending Sep 2011,Mean,"1,302,633"
E09000021,Kingston upon Thames,Year ending Sep 2011,Mean,"373,182"
E09000022,Lambeth,Year ending Sep 2011,Mean,"373,812"
E09000023,Lewisham,Year ending Sep 2011,Mean,"268,588"
E09000024,Merton,Year ending Sep 2011,Mean,"445,778"
E09000025,Newham,Year ending Sep 2011,Mean,"214,189"
E09000026,Redbridge,Year ending Sep 2011,Mean,"299,085"
E09000027,Richmond upon Thames,Year ending Sep 2011,Mean,"570,095"
E09000028,Southwark,Year ending Sep 2011,Mean,"396,801"
E09000029,Sutton,Year ending Sep 2011,Mean,"266,756"
E09000030,Tower Hamlets,Year ending Sep 2011,Mean,"340,546"
E09000031,Waltham Forest,Year ending Sep 2011,Mean,"236,901"
E09000032,Wandsworth,Year ending Sep 2011,Mean,"503,921"
E09000033,Westminster,Year ending Sep 2011,Mean,"938,689"
E12000001,North East,Year ending Sep 2011,Mean,"138,880"
E12000002,North West,Year ending Sep 2011,Mean,"155,839"
E12000003,Yorkshire And The Humber,Year ending Sep 2011,Mean,"156,898"
E12000004,East Midlands,Year ending Sep 2011,Mean,"161,463"
E12000005,West Midlands,Year ending Sep 2011,Mean,"173,382"
E12000006,East of England,Year ending Sep 2011,Mean,"234,232"
E12000007,London,Year ending Sep 2011,Mean,"422,289"
E12000008,South East,Year ending Sep 2011,Mean,"281,602"
E12000009,South West,Year ending Sep 2011,Mean,"225,116"
E92000001,England,Year ending Sep 2011,Mean,"237,938"
W92000051,Wales,Year ending Sep 2011,Mean,"151,496"
K04000048,England And Wales,Year ending Sep 2011,Mean,"233,902"
E09000001,City of London,Year ending Dec 2011,Mean,"541,192"
E09000002,Barking and Dagenham,Year ending Dec 2011,Mean,"180,165"
E09000003,Barnet,Year ending Dec 2011,Mean,"440,755"
E09000004,Bexley,Year ending Dec 2011,Mean,"226,283"
E09000005,Brent,Year ending Dec 2011,Mean,"360,423"
E09000006,Bromley,Year ending Dec 2011,Mean,"336,236"
E09000007,Camden,Year ending Dec 2011,Mean,"724,250"
E09000008,Croydon,Year ending Dec 2011,Mean,"256,219"
E09000009,Ealing,Year ending Dec 2011,Mean,"375,143"
E09000010,Enfield,Year ending Dec 2011,Mean,"285,335"
E09000011,Greenwich,Year ending Dec 2011,Mean,"296,637"
E09000012,Hackney,Year ending Dec 2011,Mean,"354,522"
E09000013,Hammersmith and Fulham,Year ending Dec 2011,Mean,"638,126"
E09000014,Haringey,Year ending Dec 2011,Mean,"411,253"
E09000015,Harrow,Year ending Dec 2011,Mean,"343,717"
E09000016,Havering,Year ending Dec 2011,Mean,"248,856"
E09000017,Hillingdon,Year ending Dec 2011,Mean,"288,639"
E09000018,Hounslow,Year ending Dec 2011,Mean,"363,455"
E09000019,Islington,Year ending Dec 2011,Mean,"507,197"
E09000020,Kensington and Chelsea,Year ending Dec 2011,Mean,"1,290,725"
E09000021,Kingston upon Thames,Year ending Dec 2011,Mean,"364,948"
E09000022,Lambeth,Year ending Dec 2011,Mean,"377,944"
E09000023,Lewisham,Year ending Dec 2011,Mean,"267,820"
E09000024,Merton,Year ending Dec 2011,Mean,"437,253"
E09000025,Newham,Year ending Dec 2011,Mean,"214,915"
E09000026,Redbridge,Year ending Dec 2011,Mean,"294,854"
E09000027,Richmond upon Thames,Year ending Dec 2011,Mean,"570,178"
E09000028,Southwark,Year ending Dec 2011,Mean,"400,980"
E09000029,Sutton,Year ending Dec 2011,Mean,"267,042"
E09000030,Tower Hamlets,Year ending Dec 2011,Mean,"345,026"
E09000031,Waltham Forest,Year ending Dec 2011,Mean,"240,234"
E09000032,Wandsworth,Year ending Dec 2011,Mean,"508,691"
E09000033,Westminster,Year ending Dec 2011,Mean,"958,412"
E12000001,North East,Year ending Dec 2011,Mean,"136,736"
E12000002,North West,Year ending Dec 2011,Mean,"154,790"
E12000003,Yorkshire And The Humber,Year ending Dec 2011,Mean,"155,417"
E12000004,East Midlands,Year ending Dec 2011,Mean,"161,006"
E12000005,West Midlands,Year ending Dec 2011,Mean,"171,740"
E12000006,East of England,Year ending Dec 2011,Mean,"232,516"
E12000007,London,Year ending Dec 2011,Mean,"421,278"
E12000008,South East,Year ending Dec 2011,Mean,"280,150"
E12000009,South West,Year ending Dec 2011,Mean,"223,870"
E92000001,England,Year ending Dec 2011,Mean,"236,553"
W92000052,Wales,Year ending Dec 2011,Mean,"152,261"
K04000049,England And Wales,Year ending Dec 2011,Mean,"232,652"
E09000001,City of London,Year ending Mar 2012,Mean,"519,473"
E09000002,Barking and Dagenham,Year ending Mar 2012,Mean,"180,735"
E09000003,Barnet,Year ending Mar 2012,Mean,"424,052"
E09000004,Bexley,Year ending Mar 2012,Mean,"227,661"
E09000005,Brent,Year ending Mar 2012,Mean,"364,499"
E09000006,Bromley,Year ending Mar 2012,Mean,"333,060"
E09000007,Camden,Year ending Mar 2012,Mean,"709,143"
E09000008,Croydon,Year ending Mar 2012,Mean,"254,580"
E09000009,Ealing,Year ending Mar 2012,Mean,"376,149"
E09000010,Enfield,Year ending Mar 2012,Mean,"280,742"
E09000011,Greenwich,Year ending Mar 2012,Mean,"293,986"
E09000012,Hackney,Year ending Mar 2012,Mean,"355,782"
E09000013,Hammersmith and Fulham,Year ending Mar 2012,Mean,"634,341"
E09000014,Haringey,Year ending Mar 2012,Mean,"401,489"
E09000015,Harrow,Year ending Mar 2012,Mean,"338,859"
E09000016,Havering,Year ending Mar 2012,Mean,"245,343"
E09000017,Hillingdon,Year ending Mar 2012,Mean,"284,143"
E09000018,Hounslow,Year ending Mar 2012,Mean,"350,045"
E09000019,Islington,Year ending Mar 2012,Mean,"503,804"
E09000020,Kensington and Chelsea,Year ending Mar 2012,Mean,"1,310,534"
E09000021,Kingston upon Thames,Year ending Mar 2012,Mean,"362,299"
E09000022,Lambeth,Year ending Mar 2012,Mean,"381,969"
E09000023,Lewisham,Year ending Mar 2012,Mean,"265,124"
E09000024,Merton,Year ending Mar 2012,Mean,"421,790"
E09000025,Newham,Year ending Mar 2012,Mean,"216,634"
E09000026,Redbridge,Year ending Mar 2012,Mean,"294,571"
E09000027,Richmond upon Thames,Year ending Mar 2012,Mean,"569,936"
E09000028,Southwark,Year ending Mar 2012,Mean,"395,247"
E09000029,Sutton,Year ending Mar 2012,Mean,"268,678"
E09000030,Tower Hamlets,Year ending Mar 2012,Mean,"341,807"
E09000031,Waltham Forest,Year ending Mar 2012,Mean,"240,384"
E09000032,Wandsworth,Year ending Mar 2012,Mean,"507,213"
E09000033,Westminster,Year ending Mar 2012,Mean,"942,424"
E12000001,North East,Year ending Mar 2012,Mean,"135,704"
E12000002,North West,Year ending Mar 2012,Mean,"154,665"
E12000003,Yorkshire And The Humber,Year ending Mar 2012,Mean,"155,459"
E12000004,East Midlands,Year ending Mar 2012,Mean,"161,263"
E12000005,West Midlands,Year ending Mar 2012,Mean,"171,766"
E12000006,East of England,Year ending Mar 2012,Mean,"231,158"
E12000007,London,Year ending Mar 2012,Mean,"412,587"
E12000008,South East,Year ending Mar 2012,Mean,"276,818"
E12000009,South West,Year ending Mar 2012,Mean,"222,645"
E92000001,England,Year ending Mar 2012,Mean,"234,649"
W92000053,Wales,Year ending Mar 2012,Mean,"152,480"
K04000050,England And Wales,Year ending Mar 2012,Mean,"230,919"
E09000001,City of London,Year ending Jun 2012,Mean,"506,388"
E09000002,Barking and Dagenham,Year ending Jun 2012,Mean,"181,356"
E09000003,Barnet,Year ending Jun 2012,Mean,"437,962"
E09000004,Bexley,Year ending Jun 2012,Mean,"225,891"
E09000005,Brent,Year ending Jun 2012,Mean,"368,615"
E09000006,Bromley,Year ending Jun 2012,Mean,"332,992"
E09000007,Camden,Year ending Jun 2012,Mean,"725,270"
E09000008,Croydon,Year ending Jun 2012,Mean,"258,380"
E09000009,Ealing,Year ending Jun 2012,Mean,"384,520"
E09000010,Enfield,Year ending Jun 2012,Mean,"287,020"
E09000011,Greenwich,Year ending Jun 2012,Mean,"294,322"
E09000012,Hackney,Year ending Jun 2012,Mean,"363,159"
E09000013,Hammersmith and Fulham,Year ending Jun 2012,Mean,"639,039"
